file,model,table,measure,expression,description,formatString,lineageTag
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\quality_buckets.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,quality_buckets,meas.quality_bucket_conditional_auc,"var pros_auc = [meas.quality_bucket_prospecting_auc]            // get the each step auc
			var new_auc= [meas.quality_bucket_new_logo_auc]
			var post_auc = [meas.quality_bucket_post_sales_auc]
			var exist_auc = [meas.quality_bucket_existing_customer_selling_auc]
			
			var step_name = CALCULATE(MAX(ssr_history[step_name]))
			
			var auc_score = SWITCH(
			    TRUE(),
			    step_name = ""Prospecting"" || step_name = ""Untouched"" ,pros_auc,
			    step_name = ""New Logo Selling"", new_auc,                        // condition 
			    step_name = ""Post-Sales Support"", post_auc,
			    step_name = ""Existing Customer Selling"", exist_auc
			)
			
			var _conf = ROUND(auc_score*100, 0)
			
			var _status_ = 
			    IF(
			    _conf >= 0 && _conf <= 49, ""Limited"",
			        IF(
			            _conf >=50 && _conf <= 74, ""Fair"",
			            IF(
			                _conf >=75 && _conf <= 84, ""Good"",
			                IF(
			                    _conf >=85 && _conf <= 94, ""Great"",
			                    ""Excellent""
			                )
			            )
			        )
			)
			
			
			
			RETURN 
			IF(
			    _conf <>0,
			    _status_ & "" ("" & _conf & "")""  // Convert _conf to integer text format
			)",Measure calculating quality bucket conditional auc. Respects the current filter context.,,f907a2f8-5dd2-43ed-863b-29f52804383c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\report_versions.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,report_versions,meas.report_versions_current_ver,"maxx(topn(1, report_versions, report_versions[release_date] ,DESC), [version])",Measure calculating report versions current ver. Respects the current filter context.,,a7f6e283-43c0-4471-a500-586962b4bf1e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.rep_details_week_of,,Measure calculating rep details week of. Respects the current filter context.,Short Date,83c86fc7-8a0e-4f90-9444-c76231a943cd
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_phone_call_count,,Count of current week phone call count. Respects the current filter context.,0,c90be761-2895-4f2d-9198-4b66d4a9985b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_start,,Measure calculating next week start. Respects the current filter context.,General Date,3dbaf9f1-e584-4dc6-9191-167b6b6691f7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_phone_call_count,,Count of next week phone call count. Respects the current filter context.,0,09c2796c-197a-4f10-a4c0-b6b498e5b674
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.last_week_start,,Measure calculating last week start. Respects the current filter context.,Short Date,8ba6e70e-c820-4027-beee-049e25dc7928
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.last_week_phone_call_count,,Count of last week phone call count. Respects the current filter context.,0,3c109161-d370-42e3-adb5-aa06dbd2cddb
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_start,,Measure calculating current week start. Respects the current filter context.,Short Date,085b26b4-d53f-428b-9911-b9952dfd27ab
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.rep_details_call_count,,Count of rep details call count. Respects the current filter context.,0,22695a67-e4ca-4445-8a92-9a30606d017e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.last_week_email_count,,Count of last week email count. Respects the current filter context.,0,5726fde7-91e0-4616-a6b7-518328757e6b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_email_count,,Count of current week email count. Respects the current filter context.,0,3d232e50-1ab9-412a-a7b4-dbd455f03af8
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_email_count,,Count of next week email count. Respects the current filter context.,0,bb87f94b-8f8b-425e-bcc3-57bf87d80eae
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.rep_details_email_count,,Count of rep details email count. Respects the current filter context.,0,71709d52-7934-468f-9c6c-ef82ce355383
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_social_count,,Count of next week social count. Respects the current filter context.,0,700c4ded-82ec-495c-a4b2-d4c8cbaa835f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.last_week_social_count,,Count of last week social count. Respects the current filter context.,0,27705afd-1b5f-419a-857d-707c6570ec06
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_social_count,,Count of current week social count. Respects the current filter context.,0,0501e2f6-99a3-4e62-afc9-a1ae9ed9e81c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.rep_details_social_count,,Count of rep details social count. Respects the current filter context.,0,58eb56bd-8a41-4f16-8cc6-929be3a8041a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_meeting_count,,Count of current week meeting count. Respects the current filter context.,0,b65a59d4-044e-40a8-ade5-06492f7dc66e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_meeting_count,,Count of next week meeting count. Respects the current filter context.,0,f1a90bb6-1a5d-4a7c-a27f-e622defd232e
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.last_week_meeting_count,,Count of last week meeting count. Respects the current filter context.,0,55f755bb-be23-44c8-93a0-f429c004e8ac
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.rep_details_meeting_count,,Count of rep details meeting count. Respects the current filter context.,0,b387a419-6cb5-4a79-88cd-fafba53ec15f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_time_spent,,Measure calculating next week time spent. Respects the current filter context.,,12f25adc-fd94-4d50-8e00-8e54ff8c628a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.last_week_time_spent,,Measure calculating last week time spent. Respects the current filter context.,,9906d197-d717-46db-ba6e-ced005104870
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_time_spent,,Measure calculating current week time spent. Respects the current filter context.,,61bf81fc-d65e-4299-b364-8f7bd316e331
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_eng_time_spent,,Measure calculating next week eng time spent. Respects the current filter context.,,62d0f187-402f-46f6-ac4a-943f7503f427
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_eng_time_spent,,Measure calculating current week eng time spent. Respects the current filter context.,,6c2ba62b-a71c-49c7-b7c3-5d6832faad89
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.last_week_eng_time_spent,,Measure calculating last week eng time spent. Respects the current filter context.,,7b584aeb-0332-4901-ba8a-3edd85f403a3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.rep_details_time_spent,,Measure calculating rep details time spent. Respects the current filter context.,,b3dd0611-79a9-45ac-afb4-65e3de28a439
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.rep_details_eng_time_spent,,Measure calculating rep details eng time spent. Respects the current filter context.,,860f162e-6aca-4e75-a432-27fe2dd6365c
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_won_opps_count,,Count of next week won opps count. Respects the current filter context.,0,853f19c8-63cf-4c4b-8a19-957df4e65a5a
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_won_opps_count,"VAR _current_weekStart = [meas.current_week_start]           // gte the current week start date
			VAR _current_weekEnd   = _current_weekStart + 6        // get the current week end date
			
			VAR temp_tbl =
			    CALCULATETABLE(
			        opps,          // filter the table to get the current week call count
			        cal_end_dates[Date] >= _current_weekStart && cal_end_dates[Date] <= _current_weekEnd, 
			        opps[trueai_is_won]=True
			
			    )
			
			var res = COUNTX(temp_tbl, [_sys_doc_id])
			RETURN
			res",Count of current week won opps count. Respects the current filter context.,0,c7093ea9-f753-4242-8313-998e488beac7
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.last_week_won_opps_count,,Count of last week won opps count. Respects the current filter context.,0,a8784f94-f109-4014-ba6e-e90358750158
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_lost_opps_count,,Count of next week lost opps count. Respects the current filter context.,0,72f5618c-b905-4e86-ba5d-a0967ab7115b
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_lost_opps_count,,Count of current week lost opps count. Respects the current filter context.,0,4b8ed18b-ed8a-4467-b0b5-8c1253db9a4f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.last_week_lost_opps_count,,Count of last week lost opps count. Respects the current filter context.,0,a981dc9f-5bed-4861-b019-5b4874994c1f
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.rep_details_won_opps_count,,Count of rep details won opps count. Respects the current filter context.,0,1e87dffd-42b8-47e4-beb4-466d6f4ea4bf
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.rep_details_lost_opps_count,,Count of rep details lost opps count. Respects the current filter context.,0,a5f6d7e9-6353-45f4-8967-f002cd6b943d
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.next_week_won_opps_amt,,Measure calculating next week won opps amt. Respects the current filter context.,"\$#,0.###############;(\$#,0.###############);\$#,0.###############",467e435d-2f4c-4c30-b590-c633cdbfc6a1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\rep_details_week.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,rep_details_week,meas.current_week_won_opps_amt,"VAR _current_weekStart = [meas.current_week_start]           // gte the current week start date
			VAR _current_weekEnd   = _current_weekStart + 6        // get the current week end date
			
			VAR temp_tbl =
			    CALCULATETABLE(
			        opps,          // filter the table to get the current week call count
			        cal_end_dates[Date] >= _current_weekStart && cal_end_dates[Date] <= _current_weekEnd, 
			        opps[trueai_is_won]=True
			
			    )
			
			var res = SUMX(temp_tbl, [trueai_booking_amt])
			RETURN
			res",Measure calculating current week won opps amt. Respects the current filter context.,"\$#,0.###############;(\$#,0.###############);\$#,0.###############",b25d8d64-38d7-49c2-aa0c-7d047271027b
